DATE,ROMA_cloud_cover,ROMA_humidity,ROMA_pressure,ROMA_global_radiation,ROMA_sunshine,ROMA_temp_min,ROMA_temp_max,ROMA_temp_mean
20040508,4,0.78,1.0093,2.22,10.2,9.6,15.2,12.4
20040509,3,0.75,1.0099,2.95,11.5,9.2,16.8,13.0
20040510,3,0.76,1.0119,2.84,11.5,8.4,19.4,13.9
20040511,4,0.75,1.0163,2.61,11.3,10.0,20.2,15.1
20040512,6,0.73,1.0071,2.18,7.2,12.6,24.6,18.6
20040513,5,0.78,1.0032,2.39,10.0,12.6,21.4,17.0
20040514,5,0.88,1.0135,1.43,4.3,12.4,19.6,16.0
20040515,2,0.81,1.0196,2.63,10.0,10.0,21.0,15.5
20040516,3,0.71,1.0167,2.83,9.4,10.0,21.4,15.7
20040517,1,0.57,1.0179,3.09,12.2,10.0,22.2,16.1
20040518,1,0.61,1.0222,3.11,12.2,10.0,22.2,16.1
20040519,3,0.79,1.0244,3.0,12.2,13.8,22.4,18.1
20040520,2,0.77,1.0217,2.95,11.6,13.6,23.0,18.3
20040521,2,0.63,1.0176,2.91,11.0,13.0,21.8,17.4
20040522,5,0.81,1.0144,2.63,11.0,13.6,20.8,17.2
20040523,7,0.92,1.0134,1.11,1.5,14.6,20.6,17.6
20040524,4,0.75,1.0164,3.02,12.0,11.6,21.6,16.6
20040525,1,0.67,1.0181,3.19,12.2,10.6,21.0,15.8
20040526,4,0.76,1.0173,2.93,11.0,11.2,22.8,17.0
20040527,5,0.66,1.0184,2.28,5.6,13.2,23.2,18.2
20040528,6,0.79,1.0176,2.33,6.2,15.0,22.4,18.7
20040529,2,0.73,1.0165,2.85,12.5,13.4,22.8,18.1
20040530,3,0.72,1.0188,2.84,9.9,12.0,24.4,18.2
20040531,3,0.75,1.0186,2.78,11.2,13.0,24.2,18.6
20040601,7,0.78,1.0175,1.9,2.7,17.6,21.8,19.7
20040602,6,0.92,1.0142,2.01,5.5,17.2,23.2,20.2
20040603,5,0.87,1.0102,1.91,5.0,14.6,23.2,18.9
20040604,4,0.72,1.009,1.87,3.6,12.4,23.0,17.7
20040605,4,0.78,1.0096,2.6,8.6,13.0,24.0,18.5
20040606,5,0.93,1.0126,1.43,4.3,15.0,21.6,18.3
20040607,2,0.77,1.0193,2.92,12.4,13.4,24.4,18.9
20040608,2,0.73,1.0217,3.0,11.6,14.6,26.2,20.4
20040609,0,0.72,1.0216,2.96,12.8,15.4,27.2,21.3
20040610,2,0.63,1.0214,3.06,12.5,16.0,29.4,22.7
20040611,1,0.69,1.0193,3.07,12.8,17.8,30.6,24.2
20040612,2,0.54,1.017,3.14,12.0,17.8,28.4,23.1
20040613,4,0.65,1.0129,2.39,8.4,19.2,26.4,22.8
20040614,4,0.73,1.0149,2.61,9.6,17.0,26.4,21.7
20040615,2,0.71,1.0174,3.12,12.5,15.4,24.8,20.1
20040616,3,0.66,1.0133,3.03,11.6,15.0,26.0,20.5
20040617,6,0.71,1.0081,0.84,0.5,18.4,25.0,21.7
20040618,0,0.63,1.0055,3.18,12.0,16.0,28.6,22.3
20040619,3,0.67,1.0068,2.84,9.5,16.2,26.8,21.5
20040620,4,0.7,1.0063,2.82,11.1,19.6,27.0,23.3
20040621,3,0.73,1.0144,3.06,11.9,18.8,25.0,21.9
20040622,2,0.7,1.0196,3.01,12.0,17.6,27.4,22.5
20040623,4,0.6,1.0173,2.78,9.6,16.8,30.0,23.4
20040624,1,0.68,1.0141,3.12,12.6,18.2,26.6,22.4
20040625,2,0.69,1.0147,3.01,11.5,18.6,27.2,22.9
20040626,2,0.75,1.0178,3.09,12.0,17.4,29.4,23.4
20040627,4,0.6,1.0196,2.88,12.0,17.4,31.4,24.4
20040628,1,0.52,1.0204,3.02,12.0,20.0,33.2,26.6
20040629,1,0.6,1.0174,2.95,12.0,19.6,30.4,25.0
20040630,1,0.74,1.0158,3.05,12.2,20.0,30.4,25.2
20040701,2,0.78,1.0152,3.05,12.1,18.8,29.4,24.1
20040702,1,0.66,1.0134,3.03,12.1,19.0,30.0,24.5
20040703,1,0.72,1.0136,3.12,12.2,20.8,29.4,25.1
20040704,1,0.71,1.0165,3.03,12.3,20.4,29.8,25.1
20040705,0,0.58,1.0177,2.92,11.8,18.6,32.2,25.4
20040706,0,0.48,1.016,2.96,12.2,20.8,34.8,27.8
20040707,0,0.42,1.0154,2.89,11.6,20.0,34.4,27.2
20040708,4,0.44,1.0153,2.44,7.4,21.6,34.6,28.1
20040709,2,0.64,1.0149,2.53,10.6,21.0,30.0,25.5
20040710,1,0.62,1.0149,3.08,12.1,18.6,29.2,23.9
20040711,1,0.71,1.0116,2.98,12.1,18.8,26.6,22.7
20040712,3,0.73,1.0082,2.0,5.5,17.4,24.8,21.1
20040713,1,0.64,1.0102,3.03,11.6,14.8,27.4,21.1
20040714,2,0.7,1.0146,2.53,10.4,15.2,27.6,21.4
20040715,0,0.59,1.0166,2.87,12.5,15.0,28.6,21.8
20040716,1,0.52,1.0171,2.9,12.0,17.0,30.4,23.7
20040717,0,0.49,1.0188,2.96,12.6,18.0,31.4,24.7
20040718,1,0.49,1.0195,2.97,12.2,18.0,32.2,25.1
20040719,0,0.54,1.0182,2.94,12.0,19.0,32.8,25.9
20040720,0,0.55,1.0164,2.93,12.1,19.0,32.6,25.8
20040721,0,0.53,1.0168,2.82,12.4,20.4,33.4,26.9
20040722,0,0.55,1.0174,2.88,12.0,18.8,33.6,26.2
20040723,0,0.52,1.0167,2.83,11.8,21.2,35.6,28.4
20040724,0,0.58,1.0125,2.69,11.5,21.4,33.2,27.3
20040725,7,0.94,1.0065,0.4,0.7,20.6,25.8,23.2
20040726,2,0.73,1.0052,2.41,9.2,19.6,31.0,25.3
20040727,2,0.69,1.0082,2.45,10.5,18.8,30.4,24.6
20040728,2,0.68,1.0134,2.84,12.0,18.0,29.0,23.5
20040729,1,0.74,1.0147,2.64,12.0,18.2,28.2,23.2
20040730,1,0.65,1.0162,2.77,11.8,18.6,29.4,24.0
20040731,1,0.67,1.0163,2.76,11.8,20.2,31.8,26.0
20040801,1,0.69,1.0153,2.64,11.8,21.2,31.8,26.5
20040802,3,0.71,1.0142,2.52,11.3,20.4,31.8,26.1
20040803,4,0.72,1.0111,2.53,11.1,21.2,31.6,26.4
20040804,3,0.72,1.0101,2.51,11.4,21.2,30.6,25.9
20040805,4,0.78,1.01,1.77,6.0,20.8,30.0,25.4
20040806,6,0.86,1.0109,1.63,3.0,19.6,27.4,23.5
20040807,2,0.83,1.0135,2.03,9.4,18.8,28.2,23.5
20040808,3,0.82,1.013,2.3,9.4,19.6,29.2,24.4
20040809,3,0.76,1.0124,2.39,10.2,19.8,29.6,24.7
20040810,0,0.74,1.0122,2.55,11.4,21.0,31.2,26.1
20040811,1,0.81,1.0123,2.5,11.4,22.0,30.8,26.4
20040812,2,0.8,1.0122,2.43,11.6,21.8,30.6,26.2
20040813,3,0.81,1.0118,2.3,11.8,22.2,28.8,25.5
20040814,0,0.65,1.0116,2.63,11.8,19.4,30.0,24.7
20040815,1,0.65,1.0144,2.67,12.0,19.8,30.2,25.0
20040816,2,0.71,1.0144,2.6,12.0,19.8,29.4,24.6
20040817,1,0.65,1.0144,2.52,11.8,19.0,30.6,24.8
20040818,1,0.64,1.0169,2.61,11.9,18.4,30.0,24.2
20040819,2,0.5,1.0163,2.35,9.3,21.4,31.2,26.3
20040820,1,0.58,1.0115,2.6,11.6,22.4,32.2,27.3
20040821,1,0.7,1.0116,2.41,11.6,20.0,28.6,24.3
20040822,1,0.61,1.0175,2.62,11.8,16.8,30.0,23.4
20040823,0,0.67,1.021,2.52,11.1,17.0,29.0,23.0
20040824,1,0.62,1.02,2.38,9.3,17.0,30.4,23.7
20040825,3,0.64,1.0155,2.19,9.7,19.0,29.0,24.0
20040826,2,0.73,1.0098,2.14,10.0,19.6,28.2,23.9
20040827,2,0.64,1.0137,2.41,11.1,16.6,29.0,22.8
20040828,1,0.7,1.0155,2.45,11.1,17.8,28.8,23.3
20040829,1,0.69,1.0164,2.42,11.5,16.4,28.6,22.5
20040830,3,0.79,1.017,1.97,7.6,17.2,27.4,22.3
20040831,2,0.8,1.015,1.87,9.0,18.4,27.4,23.0
20040901,3,0.82,1.0152,1.66,8.0,20.4,28.0,24.2
20040902,1,0.78,1.017,2.31,10.5,18.2,29.6,23.9
20040903,1,0.74,1.0206,2.22,10.5,18.0,32.0,25.0
20040904,1,0.7,1.0208,2.11,10.4,19.6,31.4,25.5
20040905,1,0.61,1.0189,2.18,10.5,19.8,30.6,25.2
20040906,1,0.51,1.0185,2.01,8.5,19.2,29.8,24.5
20040907,3,0.64,1.0208,2.13,10.0,20.2,30.0,25.1
20040908,1,0.63,1.0211,2.12,10.5,16.6,29.4,23.0
20040909,0,0.56,1.0222,2.14,10.5,16.0,29.2,22.6
20040910,1,0.73,1.0228,2.16,10.5,15.4,27.6,21.5
20040911,1,0.74,1.0233,1.81,8.7,16.8,28.0,22.4
20040912,4,0.79,1.0208,1.61,7.3,18.4,27.8,23.1
20040913,3,0.84,1.0186,1.53,5.5,19.8,28.2,24.0
20040914,4,0.75,1.0176,1.85,8.0,18.8,29.0,23.9
20040915,4,0.83,1.0167,1.0,4.6,19.6,27.4,23.5
20040916,5,0.89,1.0166,1.18,4.2,17.8,26.0,21.9
20040917,6,0.92,1.0159,0.84,2.1,16.4,22.8,19.6
20040918,4,0.89,1.0165,0.95,3.4,16.4,25.0,20.7
20040919,2,0.84,1.0151,1.89,9.6,15.8,26.2,21.0
20040920,2,0.81,1.0158,1.88,10.2,17.4,27.8,22.6
20040921,2,0.83,1.0163,1.9,10.5,16.2,26.6,21.4
20040922,4,0.84,1.0134,1.44,6.5,18.2,25.4,21.8
20040923,2,0.85,1.0119,1.77,9.6,15.8,26.0,20.9
20040924,6,0.92,1.0036,1.13,4.2,15.0,23.2,19.1
20040925,5,0.74,1.0046,1.4,6.5,12.8,21.6,17.2
20040926,5,0.63,1.0101,1.6,8.3,13.4,21.0,17.2
20040927,4,0.7,1.0147,1.36,6.3,11.8,22.2,17.0
20040928,2,0.81,1.0189,1.36,6.4,11.4,22.4,16.9
20040929,2,0.76,1.0189,1.74,10.0,11.2,24.0,17.6
20040930,3,0.77,1.0213,1.41,7.0,0.0,24.2,18.5
20041001,2,0.83,1.0228,1.64,9.3,15.0,25.2,20.1
20041002,2,0.85,1.0231,1.67,9.8,14.8,24.8,19.8
20041003,3,0.86,1.0232,1.63,9.5,14.8,24.2,19.5
20041004,3,0.86,1.0226,1.38,7.2,14.6,25.4,20.0
20041005,2,0.85,1.0225,1.49,8.4,15.4,25.0,20.2
20041006,1,0.84,1.0214,1.51,8.7,15.0,25.2,20.1
20041007,2,0.9,1.0197,1.33,7.0,14.8,25.0,19.9
20041008,2,0.87,1.0183,1.47,8.5,15.8,25.4,20.6
20041009,5,0.89,1.0154,0.91,3.5,16.0,25.0,20.5
20041010,5,0.92,1.0126,0.38,0.2,17.0,23.8,20.4
20041011,5,0.74,1.0142,1.31,7.3,15.8,22.6,19.2
20041012,4,0.84,1.0155,1.32,7.5,14.2,21.6,17.9
20041013,7,0.87,1.0152,0.46,0.6,14.0,20.2,17.1
20041014,5,0.84,1.0129,1.1,5.6,12.6,20.6,16.6
20041015,6,0.85,1.0103,0.86,3.5,13.2,19.0,16.1
20041016,6,0.78,1.0073,1.24,7.2,14.6,18.6,16.6
20041017,5,0.78,1.0105,1.12,6.1,13.4,19.2,16.3
20041018,4,0.81,1.0164,1.22,7.2,12.8,20.2,16.5
20041019,6,0.82,1.0145,0.45,0.7,15.0,21.8,18.4
20041020,3,0.86,1.0157,1.34,8.8,15.0,23.6,19.3
20041021,2,0.85,1.0176,1.29,8.3,14.6,25.4,20.0
20041022,2,0.85,1.0205,1.16,7.0,15.2,25.0,20.1
20041023,3,0.93,1.0212,1.29,8.6,16.0,23.2,19.6
20041024,4,0.97,1.0212,1.08,6.4,15.0,21.6,18.3
20041025,0,0.92,1.0186,1.3,9.0,12.6,23.0,17.8
20041026,3,0.82,1.0121,0.82,3.9,13.0,24.2,18.6
20041027,6,0.99,1.0096,0.67,2.6,13.8,19.2,16.5
20041028,6,0.86,1.0106,0.36,0.4,12.6,19.4,16.0
20041029,7,0.85,1.0086,0.74,3.4,18.4,21.8,20.1
20041030,8,0.93,1.0071,0.33,0.3,17.8,21.4,19.6
20041031,6,0.89,1.0087,0.97,5.9,17.8,23.2,20.5
20041101,5,0.84,1.0131,0.78,4.0,17.8,25.0,21.4
20041102,4,0.6,1.0113,0.94,5.0,16.0,25.4,20.7
20041103,3,0.86,1.0151,0.93,5.2,14.8,22.4,18.6
20041104,3,0.83,1.0174,1.01,6.5,13.8,24.0,18.9
20041105,2,0.86,1.0176,0.91,7.5,12.8,21.8,17.3
20041106,4,0.92,1.0146,0.79,4.3,12.4,20.0,16.2
20041107,7,0.93,1.0065,0.1,0.0,10.0,16.2,13.1
20041108,4,0.67,1.0031,0.85,5.1,0.0,12.6,10.0
20041109,5,0.81,1.006,0.56,0.8,3.0,13.2,8.1
20041110,7,0.87,1.0016,0.52,2.8,8.2,13.2,10.7
20041111,8,0.9,1.0071,0.12,0.0,9.8,13.2,11.5
20041112,7,0.87,1.0113,0.6,3.6,10.2,17.4,13.8
20041113,6,0.91,1.0049,0.45,0.4,10.8,18.2,14.5
20041114,8,0.75,0.9982,0.36,0.6,9.4,14.2,11.8
20041115,7,0.79,1.0097,0.31,0.0,7.2,12.0,9.6
20041116,3,0.77,1.0163,1.02,8.6,6.2,14.2,10.2
20041117,1,0.82,1.0241,0.99,8.6,4.0,15.8,9.9
20041118,3,0.88,1.0238,0.8,7.5,4.4,15.2,9.8
20041119,7,0.89,1.0123,0.1,0.0,10.4,15.4,12.9
20041120,3,0.58,1.0142,0.93,6.5,4.6,13.4,9.0
20041121,0,0.68,1.0238,1.05,8.5,1.8,11.0,6.4
20041122,5,0.78,1.0294,0.31,1.6,2.8,12.0,7.4
20041123,6,0.9,1.0232,0.48,2.6,9.4,16.2,12.8
20041124,1,0.89,1.0226,0.87,7.5,6.4,15.2,10.8
20041125,4,0.89,1.0278,0.55,3.0,5.6,14.0,9.8
20041126,7,0.94,1.0299,0.11,0.0,8.8,12.8,10.8
20041127,7,0.94,1.0233,0.11,0.0,10.0,13.0,11.5
20041128,4,0.89,1.0219,0.85,6.8,7.8,15.2,11.5
20041129,6,0.88,1.0177,0.64,4.5,8.4,15.8,12.1
20041130,7,0.93,1.0122,0.18,0.0,0.0,0.0,14.2
20041201,7,0.88,1.0119,0.18,0.0,9.6,17.4,13.5
20041202,2,0.86,1.0147,0.75,5.7,13.2,19.4,16.3
20041203,4,0.89,1.0184,0.62,1.6,13.2,18.6,15.9
20041204,7,0.87,1.021,0.12,0.0,13.0,17.0,15.0
20041205,8,0.89,1.0203,0.22,0.2,13.0,17.4,15.2
20041206,4,0.91,1.0215,0.7,5.9,11.0,18.0,14.5
20041207,2,0.84,1.0235,0.71,6.2,10.2,19.4,14.8
20041208,6,0.89,1.0214,0.09,0.0,11.8,14.4,13.1
20041209,5,0.86,1.0169,0.44,1.0,12.2,19.0,15.6
20041210,6,0.85,1.0157,0.25,0.2,9.0,14.8,11.9
20041211,2,0.79,1.0215,0.72,6.8,7.4,14.8,11.1
20041212,1,0.86,1.0251,0.67,6.6,6.0,15.6,10.8
20041213,0,0.88,1.0269,0.77,7.6,5.2,15.2,10.2
20041214,0,0.88,1.0276,0.77,7.5,4.8,13.6,9.2
20041215,2,0.89,1.0267,0.73,7.0,4.6,14.4,9.5
20041216,6,0.91,1.0212,0.15,0.0,6.0,12.6,9.3
20041217,7,0.9,1.0078,0.36,1.1,9.8,13.6,11.7
20041218,5,0.7,0.9994,0.75,6.2,5.0,11.6,8.3
20041219,4,0.61,1.0068,0.64,4.4,2.8,11.2,7.0
20041220,7,0.83,1.0051,0.29,0.0,7.6,12.0,9.8
20041221,3,0.62,1.0139,0.78,7.8,3.8,10.0,6.9
20041222,4,0.76,1.018,0.5,3.4,2.6,8.2,5.4
20041223,1,0.78,1.0194,0.83,7.8,-0.2,8.0,3.9
20041224,7,0.91,1.0173,0.15,0.8,2.0,10.0,6.0
20041225,8,0.91,1.0113,0.07,0.0,8.6,11.4,10.0
20041226,7,0.9,0.9957,0.25,0.2,8.4,12.2,10.3
20041227,7,0.86,1.0051,0.28,0.4,7.2,11.6,9.4
20041228,5,0.86,1.0096,0.7,6.0,5.4,10.6,8.0
20041229,7,0.83,1.0067,0.32,0.5,6.8,9.4,8.1
20041230,1,0.56,1.0186,0.86,8.0,4.6,11.6,8.1
20041231,0,0.71,1.0217,0.86,7.8,2.6,12.0,7.3
20050101,2,0.78,1.0238,0.79,6.4,0.2,10.2,5.2
20050102,1,0.76,1.0246,0.76,7.6,0.2,10.6,5.4
20050103,1,0.65,1.0245,0.84,8.4,1.8,11.6,6.7
20050104,0,0.58,1.0337,0.89,8.4,0.8,11.6,6.2
20050105,1,0.76,1.0336,0.82,7.0,1.0,11.6,6.3
20050106,2,0.78,1.0305,0.77,6.8,3.8,12.4,8.1
20050107,0,0.66,1.0354,0.87,8.0,2.6,13.0,7.8
20050108,0,0.74,1.0342,0.88,8.0,1.6,11.0,6.3
20050109,3,0.76,1.033,0.48,3.6,2.2,12.0,7.1
20050110,1,0.78,1.0338,0.87,7.2,1.4,11.2,6.3
20050111,3,0.74,1.0318,0.77,5.9,1.8,10.4,6.1
20050112,7,0.81,1.0295,0.11,0.0,5.0,8.4,6.7
20050113,6,0.86,1.0253,0.44,0.8,5.6,9.8,7.7
20050114,1,0.72,1.0239,0.9,8.0,2.4,10.6,6.5
20050115,1,0.61,1.025,0.89,8.1,1.2,9.8,5.5
20050116,0,0.58,1.025,1.0,8.4,0.0,9.6,4.8
20050117,0,0.6,1.0249,1.02,8.5,-1.4,9.4,4.0
20050118,4,0.7,1.0159,0.81,6.0,-2.0,9.2,3.6
20050119,7,0.81,0.9966,0.25,0.0,5.2,7.4,6.3
20050120,1,0.65,1.0114,1.04,8.5,3.0,11.8,7.4
20050121,5,0.82,1.008,0.7,4.0,1.8,13.0,7.4
20050122,2,0.74,1.0083,1.03,8.4,2.4,12.6,7.5
20050123,4,0.59,1.0135,0.66,4.0,1.0,10.2,5.6
20050124,6,0.87,1.003,0.53,3.4,3.2,7.4,5.3
20050125,7,0.79,0.9962,0.52,1.0,1.4,7.2,4.3
20050126,5,0.7,0.9934,0.83,5.6,0.4,6.6,3.5
20050127,7,0.78,1.0013,0.37,0.0,0.4,5.0,2.7
20050128,6,0.82,1.0047,0.57,2.6,1.2,5.0,3.1
20050129,7,0.75,1.0016,0.22,0.0,0.2,4.2,2.2
20050130,5,0.57,1.0125,0.59,1.8,0.8,6.6,3.7
20050131,0,0.59,1.0194,1.22,8.9,-2.0,7.6,2.8
20050201,3,0.78,1.0138,0.47,0.4,-1.4,8.4,3.5
20050202,0,0.52,1.0177,1.31,9.0,0.4,9.0,4.7
20050203,2,0.72,1.0212,0.93,6.2,-1.6,10.8,4.6
20050204,0,0.6,1.0251,1.29,9.0,0.8,11.2,6.0
20050205,1,0.52,1.0245,1.28,8.7,-0.2,8.4,4.1
20050206,2,0.64,1.0258,1.16,7.4,-1.8,9.8,4.0
20050207,1,0.65,1.0281,1.19,8.6,-0.4,10.2,4.9
20050208,1,0.64,1.0303,1.15,7.8,0.0,11.6,5.8
20050209,1,0.62,1.0287,1.28,8.9,-0.2,11.2,5.5
20050210,0,0.64,1.0307,1.29,8.4,-0.4,10.6,5.1
20050211,3,0.58,1.0301,1.15,6.4,-1.0,11.2,5.1
20050212,6,0.88,1.0196,0.36,0.0,7.0,11.2,9.1
20050213,5,0.72,1.0013,1.26,6.7,8.0,15.4,11.7
20050214,7,0.72,0.989,0.08,0.0,6.0,9.2,7.6
20050215,5,0.6,0.9912,0.94,3.6,2.0,7.2,4.6
20050216,3,0.6,0.9999,1.04,4.8,0.6,9.0,4.8
20050217,4,0.62,1.0063,1.13,6.0,1.8,12.2,7.0
20050218,1,0.62,1.0125,1.49,9.2,1.4,12.0,6.7
20050219,4,0.68,1.0103,1.12,6.0,1.0,11.4,6.2
20050220,6,0.79,1.0008,1.0,4.3,4.4,9.2,6.8
20050221,7,0.74,1.001,0.17,0.0,4.8,8.2,6.5
20050222,6,0.64,1.0037,0.7,0.5,4.0,8.8,6.4
20050223,6,0.72,1.0069,1.09,6.2,3.0,10.0,6.5
20050224,7,0.82,1.0119,0.31,0.0,5.0,8.6,6.8
20050225,6,0.73,1.0086,1.06,3.7,5.0,11.4,8.2
20050226,7,0.9,1.0039,0.31,0.0,2.8,7.0,4.9
20050227,5,0.75,1.0018,0.75,2.6,1.4,7.0,4.2
20050228,6,0.74,1.0042,0.71,3.0,0.8,7.4,4.1
20050301,3,0.54,1.006,1.72,9.2,-0.4,6.4,3.0
20050302,1,0.56,1.008,1.77,9.7,-1.2,7.0,2.9
20050303,4,0.72,1.0119,0.8,2.4,-0.8,9.8,4.5
20050304,8,0.91,1.0063,0.14,0.0,5.6,9.2,7.4
20050305,6,0.64,1.001,1.63,7.7,3.4,9.2,6.3
20050306,6,0.7,1.0048,0.77,3.4,2.4,8.4,5.4
20050307,4,0.59,1.0095,1.52,6.3,1.4,9.2,5.3
20050308,1,0.47,1.0161,1.9,9.8,0.4,9.2,4.8
20050309,3,0.64,1.0219,1.69,8.3,-1.0,11.4,5.2
20050310,1,0.67,1.0205,1.75,8.8,1.8,12.6,7.2
20050311,2,0.69,1.022,1.83,9.4,1.0,12.0,6.5
20050312,7,0.75,1.0138,1.05,4.6,6.8,12.2,9.5
20050313,5,0.7,1.0119,1.27,6.3,7.8,13.4,10.6
20050314,3,0.75,1.0192,1.71,7.7,6.0,15.2,10.6
20050315,1,0.67,1.0246,1.96,9.5,3.8,16.0,9.9
20050316,0,0.66,1.03,1.91,10.0,5.2,18.2,11.7
20050317,0,0.65,1.031,2.0,10.2,5.8,18.4,12.1
20050318,0,0.64,1.0285,2.05,10.0,4.8,19.0,11.9
20050319,0,0.65,1.0221,2.08,10.5,5.0,17.6,11.3
20050320,2,0.66,1.0179,2.09,10.5,5.4,17.0,11.2
20050321,1,0.74,1.0168,2.07,10.0,5.4,17.2,11.3
20050322,3,0.71,1.0192,1.93,9.0,5.0,18.0,11.5
20050323,5,0.82,1.022,1.32,3.8,8.8,17.6,13.2
20050324,6,0.66,1.0208,1.63,6.3,10.0,20.0,15.0
20050325,6,0.78,1.018,1.66,5.1,11.2,18.4,14.8
20050326,7,0.7,1.0125,1.22,1.0,11.0,19.0,15.0
20050327,8,0.89,1.0078,0.95,1.6,11.6,16.6,14.1
20050328,5,0.84,1.0103,1.26,4.5,10.2,16.8,13.5
20050329,5,0.85,1.0148,1.66,4.5,8.0,16.6,12.3
20050330,6,0.78,1.0131,1.97,8.4,8.2,17.4,12.8
20050331,5,0.66,1.0133,2.09,8.2,8.0,18.6,13.3
20050401,3,0.67,1.0181,2.09,8.5,7.8,18.6,13.2
20050402,4,0.67,1.0236,2.0,9.8,7.8,15.8,11.8
20050403,4,0.67,1.0271,1.92,6.8,6.0,15.2,10.6
20050404,2,0.64,1.0279,2.16,9.1,4.8,17.0,10.9
20050405,4,0.72,1.0272,1.68,7.0,6.0,16.2,11.1
20050406,2,0.64,1.0258,2.38,9.9,6.8,18.0,12.4
20050407,3,0.66,1.0207,2.22,9.8,8.2,18.0,13.1
20050408,6,0.74,1.0104,1.68,4.4,8.8,16.4,12.6
20050409,8,0.85,1.0059,0.14,0.0,8.8,14.8,11.8
20050410,8,0.97,1.0036,0.21,0.0,7.8,12.2,10.0
20050411,6,0.78,1.0066,1.07,2.4,7.6,14.8,11.2
20050412,4,0.68,1.0101,1.42,2.7,6.2,17.2,11.7
20050413,4,0.74,1.0094,2.41,9.1,6.8,16.4,11.6
20050414,3,0.74,1.0116,2.34,10.7,8.2,16.6,12.4
20050415,3,0.75,1.0113,2.5,10.7,7.8,17.6,12.7
20050416,6,0.76,1.0056,0.58,1.8,8.8,13.6,11.2
20050417,5,0.78,0.9998,0.89,2.8,7.6,13.8,10.7
20050418,3,0.72,1.0026,2.18,6.4,5.0,16.0,10.5
20050419,7,0.8,1.0069,1.28,1.6,10.8,17.6,14.2
20050420,5,0.74,1.0088,1.56,4.4,10.2,15.2,12.7
20050421,4,0.74,1.008,2.26,10.0,6.6,16.0,11.3
20050422,2,0.77,1.0145,2.0,9.9,6.0,16.2,11.1
20050423,3,0.76,1.0191,2.44,9.7,6.8,17.2,12.0
20050424,6,0.62,1.0178,1.58,2.8,8.8,18.4,13.6
20050425,7,0.84,1.0134,0.94,1.6,12.6,18.6,15.6
20050426,2,0.68,1.0163,2.66,10.6,9.2,20.2,14.7
20050427,0,0.72,1.0193,2.74,12.4,9.2,21.0,15.1
20050428,2,0.68,1.0194,2.73,12.4,9.4,22.0,15.7
20050429,3,0.72,1.0177,2.5,10.0,10.0,23.2,16.6
20050430,2,0.72,1.0166,2.69,12.7,13.2,23.2,18.2
20050501,1,0.72,1.0183,2.7,12.1,11.6,22.4,17.0
20050502,1,0.66,1.0213,2.76,12.6,11.2,25.4,18.3
20050503,3,0.64,1.0213,2.58,10.9,12.0,23.8,17.9
20050504,5,0.66,1.0144,2.22,6.6,14.0,23.2,18.6
20050505,5,0.84,1.0089,2.04,6.7,13.8,19.8,16.8
20050506,2,0.69,1.0061,2.84,11.7,11.0,21.2,16.1
20050507,1,0.65,1.0102,2.82,11.8,9.4,22.2,15.8
20050508,4,0.78,1.0085,1.82,7.6,12.6,19.8,16.2
20050509,3,0.7,1.0106,2.77,9.8,13.6,20.0,16.8
20050510,6,0.69,1.0126,1.33,2.6,15.0,20.6,17.8
20050511,4,0.74,1.0127,2.24,7.0,12.8,23.8,18.3
20050512,3,0.67,1.013,2.67,12.2,12.8,24.4,18.6
20050513,5,0.69,1.0162,1.75,5.2,15.0,23.6,19.3
20050514,5,0.63,1.0151,1.5,5.4,14.6,24.8,19.7
20050515,4,0.6,1.015,2.78,10.0,14.2,23.6,18.9
20050516,4,0.54,1.0139,2.89,12.0,13.0,23.8,18.4
20050517,7,0.73,1.0107,0.9,1.6,15.4,22.6,19.0
20050518,7,0.8,1.0097,1.59,5.6,14.8,18.2,16.5
20050519,5,0.64,1.0158,2.49,11.2,13.4,22.2,17.8
20050520,1,0.61,1.0192,3.08,12.0,10.6,24.6,17.6
20050521,2,0.57,1.018,3.04,12.4,11.0,24.6,17.8
20050522,4,0.76,1.0163,2.5,6.8,13.0,24.2,18.6
20050523,4,0.56,1.0152,2.4,7.4,14.2,25.2,19.7
20050524,3,0.7,1.0168,2.93,10.9,15.0,24.6,19.8
20050525,1,0.62,1.0187,2.84,12.0,14.6,27.2,20.9
20050526,1,0.55,1.0181,2.96,12.4,14.8,28.8,21.8
20050527,1,0.62,1.0175,2.89,11.4,16.8,28.0,22.4
20050528,2,0.63,1.0163,2.66,10.0,18.2,30.0,24.1
20050529,2,0.66,1.016,2.32,8.4,16.6,29.8,23.2
20050530,3,0.68,1.0156,2.7,10.0,16.8,29.8,23.3
20050531,4,0.76,1.0149,2.04,6.6,18.0,26.2,22.1
20050601,3,0.67,1.0142,2.76,10.2,16.0,27.4,21.7
20050602,3,0.69,1.0142,2.55,10.8,18.0,27.0,22.5
20050603,2,0.71,1.0153,2.85,12.5,16.6,28.4,22.5
20050604,2,0.66,1.016,2.63,10.7,17.8,28.8,23.3
20050605,4,0.82,1.0141,2.38,9.9,19.2,26.4,22.8
20050606,4,0.74,1.0124,2.51,7.3,17.2,26.2,21.7
20050607,2,0.68,1.0139,2.7,10.8,15.4,27.0,21.2
20050608,2,0.58,1.0187,3.16,10.9,14.6,24.0,19.3
20050609,6,0.58,1.0184,2.52,8.5,13.2,21.8,17.5
