DATE,BUDAPEST_cloud_cover,BUDAPEST_humidity,BUDAPEST_pressure,BUDAPEST_global_radiation,BUDAPEST_precipitation,BUDAPEST_sunshine,BUDAPEST_temp_max,BUDAPEST_temp_mean
20040428,4,0.55,1.0145,2.48,0.0,10.6,20.1,15.3
20040429,5,0.54,1.0104,2.5,0.0,9.3,23.0,17.2
20040430,7,0.58,1.0075,2.2,0.0,7.3,23.5,17.8
20040501,6,0.65,1.0078,2.01,0.95,6.8,24.5,17.8
20040502,6,0.78,1.0082,2.23,1.01,6.3,23.0,16.4
20040503,3,0.66,1.0083,2.93,0.0,10.3,22.5,16.4
20040504,6,0.6,1.0038,1.91,0.06,2.1,23.3,17.5
20040505,5,0.64,0.9972,2.52,0.0,8.4,22.3,17.6
20040506,7,0.82,0.9943,1.39,0.53,0.9,18.5,13.6
20040507,8,0.78,0.9993,0.85,0.22,0.2,13.6,11.0
20040508,7,0.8,1.005,1.42,0.01,2.8,12.6,10.4
20040509,4,0.72,1.0056,2.67,0.0,7.1,17.3,12.1
20040510,5,0.67,1.0081,2.47,0.0,8.6,16.9,12.5
20040511,4,0.66,1.0125,2.66,0.0,11.5,18.3,14.5
20040512,3,0.57,1.0129,2.23,0.0,9.6,22.8,17.1
20040513,7,0.7,1.0077,1.9,0.2,2.8,20.6,15.2
20040514,6,0.57,1.0148,2.03,0.0,3.6,16.7,13.3
20040515,3,0.5,1.0214,3.06,0.0,11.2,18.2,13.4
20040516,6,0.7,1.0171,1.5,0.01,2.8,15.9,12.4
20040517,4,0.48,1.0215,2.32,0.0,8.6,17.7,13.3
20040518,4,0.54,1.0219,2.27,0.0,12.3,20.9,15.8
20040519,5,0.46,1.0191,2.69,0.0,10.7,23.2,18.9
20040520,1,0.44,1.0167,3.18,0.0,14.1,25.1,20.3
20040521,4,0.6,1.0121,2.45,0.5,10.0,27.7,20.0
20040522,7,0.69,1.0117,2.14,0.0,2.1,23.9,14.1
20040523,5,0.51,1.0161,2.3,0.0,6.8,14.1,10.4
20040524,6,0.54,1.0202,2.66,0.0,11.7,15.3,10.5
20040525,5,0.48,1.0208,1.92,0.0,6.3,17.2,12.6
20040526,4,0.45,1.0186,2.7,0.02,8.4,21.6,16.2
20040527,5,0.52,1.018,2.63,0.46,8.7,21.8,17.6
20040528,7,0.8,1.0202,1.96,0.1,4.2,18.3,13.7
20040529,7,0.76,1.022,1.52,0.29,2.6,19.9,15.3
20040530,2,0.54,1.0212,3.31,0.0,12.7,23.0,17.9
20040531,4,0.57,1.0177,2.66,0.0,10.8,24.3,19.3
20040601,5,0.59,1.016,2.73,0.0,8.9,24.6,18.7
20040602,7,0.79,1.0142,1.66,1.04,4.2,21.8,16.5
20040603,8,0.92,1.014,0.98,1.73,0.8,19.2,15.7
20040604,7,0.83,1.0166,1.65,1.49,2.1,22.2,16.3
20040605,7,0.8,1.0135,1.31,0.0,1.2,19.1,16.1
20040606,6,0.8,1.0141,1.62,0.41,2.6,22.0,16.6
20040607,4,0.64,1.0187,2.66,0.0,9.8,25.2,19.1
20040608,1,0.57,1.0202,3.08,0.0,14.0,26.3,21.3
20040609,5,0.58,1.0186,2.97,0.37,13.2,28.1,22.9
20040610,5,0.66,1.0199,3.07,0.0,10.8,27.7,22.0
20040611,7,0.61,1.016,2.2,0.0,6.2,26.9,23.3
20040612,6,0.65,1.0147,2.45,0.16,9.7,25.0,21.0
20040613,7,0.77,1.0185,1.5,0.05,1.4,20.9,17.2
20040614,3,0.51,1.0228,2.45,0.0,9.4,24.7,20.2
20040615,5,0.58,1.0172,1.93,0.0,3.6,24.4,19.9
20040616,6,0.53,1.0105,1.97,0.0,6.4,21.7,18.0
20040617,2,0.47,1.0141,3.33,0.0,11.7,21.4,16.8
20040618,7,0.59,1.0077,2.63,0.0,8.3,24.8,18.7
20040619,5,0.58,1.0065,2.53,0.05,8.2,26.0,21.3
20040620,7,0.74,1.0051,2.15,0.55,6.8,25.4,19.9
20040621,4,0.67,1.0121,2.85,0.0,11.5,21.8,17.6
20040622,4,0.54,1.0189,3.33,0.0,12.3,26.2,20.3
20040623,2,0.57,1.0156,3.37,0.19,13.7,27.0,22.0
20040624,3,0.58,1.0115,2.66,0.01,8.8,26.4,22.1
20040625,7,0.74,1.0151,1.04,0.49,0.5,25.0,16.9
20040626,1,0.57,1.0211,3.2,0.0,12.7,22.5,18.0
20040627,5,0.58,1.022,2.42,0.0,7.4,25.6,19.7
20040628,3,0.54,1.0185,3.18,0.0,13.0,28.4,23.3
20040629,6,0.49,1.0206,2.15,0.0,5.5,26.4,19.1
20040630,4,0.52,1.0198,2.56,0.0,12.1,24.2,19.7
20040701,4,0.57,1.0149,3.12,0.31,10.4,28.4,22.0
20040702,8,0.8,1.0139,0.8,0.18,0.5,26.3,16.7
20040703,2,0.57,1.0164,3.28,0.01,13.7,23.8,18.9
20040704,2,0.5,1.0202,3.04,0.0,12.6,26.1,20.5
20040705,2,0.53,1.0178,3.27,0.3,12.4,30.7,23.3
20040706,4,0.63,1.0167,2.51,0.0,8.2,29.9,22.9
20040707,5,0.57,1.0198,2.24,0.0,3.9,24.0,20.6
20040708,5,0.52,1.0154,2.71,0.0,8.2,30.6,24.7
20040709,4,0.56,1.011,2.14,0.0,8.3,30.3,25.2
20040710,2,0.52,1.0123,3.23,0.0,13.7,25.8,20.6
20040711,5,0.56,1.0118,2.74,0.0,6.5,22.8,17.5
20040712,5,0.54,1.0092,3.07,0.0,12.8,22.3,17.4
20040713,3,0.59,1.0097,2.99,0.0,13.1,22.4,17.5
20040714,3,0.57,1.015,2.55,0.0,10.1,20.3,16.4
20040715,7,0.68,1.0155,1.48,0.0,3.7,19.0,16.2
20040716,6,0.7,1.0167,1.72,0.0,3.2,25.7,20.2
20040717,3,0.6,1.0185,2.9,0.01,12.5,30.3,24.2
20040718,3,0.54,1.018,3.06,0.0,12.8,32.2,26.1
20040719,6,0.52,1.0167,2.83,0.0,11.5,32.9,26.3
20040720,2,0.55,1.0163,3.03,0.0,13.5,32.9,26.3
20040721,2,0.51,1.0158,2.97,0.0,13.3,32.9,27.4
20040722,1,0.49,1.0173,2.84,0.0,11.8,33.6,27.5
20040723,1,0.52,1.0163,3.11,0.0,13.3,30.5,26.0
20040724,4,0.57,1.0148,2.55,0.05,11.7,30.9,25.1
20040725,5,0.59,1.013,1.8,0.01,7.7,28.5,24.6
20040726,8,0.82,1.0105,0.9,0.6,0.0,26.0,20.4
20040727,8,0.74,1.0106,0.93,0.22,0.0,20.9,18.6
20040728,8,0.79,1.013,0.56,0.67,0.0,18.6,15.3
20040729,6,0.79,1.0139,1.77,0.08,5.0,22.6,17.3
20040730,7,0.85,1.0159,1.0,0.34,1.3,21.8,17.7
20040731,4,0.63,1.016,2.23,0.0,8.3,28.5,22.3
20040801,4,0.54,1.0147,2.4,0.0,9.3,28.0,22.4
20040802,3,0.51,1.0126,2.7,0.0,13.6,27.6,23.0
20040803,3,0.51,1.011,2.45,0.0,12.1,28.0,22.4
20040804,2,0.56,1.0116,2.72,0.0,12.1,27.7,22.5
20040805,4,0.57,1.0126,2.48,0.0,10.0,29.3,23.7
20040806,2,0.57,1.0142,2.88,0.0,13.1,27.8,23.0
20040807,5,0.69,1.0146,1.97,0.1,6.9,26.3,21.3
20040808,6,0.7,1.0137,1.87,0.0,5.8,26.1,21.0
20040809,4,0.57,1.0133,2.82,0.0,11.4,27.2,22.4
20040810,3,0.51,1.0145,2.02,0.0,11.7,28.9,23.6
20040811,4,0.53,1.014,2.37,0.0,9.8,30.6,24.2
20040812,2,0.53,1.0116,2.6,0.0,12.1,30.9,25.3
20040813,5,0.56,1.0083,2.13,0.0,5.5,28.3,22.0
20040814,6,0.64,1.0109,1.51,0.09,5.1,24.1,19.5
20040815,4,0.54,1.016,2.29,0.0,10.5,25.6,20.2
20040816,1,0.47,1.0174,2.84,0.0,12.9,27.0,21.1
20040817,2,0.5,1.0154,2.8,0.0,13.1,28.6,22.4
20040818,1,0.46,1.0137,2.69,0.0,12.7,32.8,25.5
20040819,1,0.54,1.0128,2.61,0.0,12.2,31.0,25.3
20040820,1,0.63,1.0088,2.4,0.0,10.6,31.8,24.2
20040821,5,0.6,1.0084,2.2,0.07,9.5,27.9,21.9
20040822,7,0.61,1.0139,0.78,0.0,3.1,23.4,18.8
20040823,3,0.53,1.022,2.47,0.0,11.3,25.1,19.8
20040824,4,0.56,1.0193,2.45,0.0,10.0,26.4,21.2
20040825,6,0.59,1.0143,1.7,2.09,6.1,25.5,21.8
20040826,7,0.85,1.0086,0.98,0.22,1.2,22.7,17.4
20040827,4,0.7,1.0109,2.19,0.0,7.0,21.5,17.6
20040828,3,0.57,1.0155,2.55,0.0,11.8,27.1,20.0
20040829,1,0.59,1.0173,2.52,0.0,12.0,27.4,20.7
20040830,4,0.61,1.0158,2.24,0.0,10.4,28.1,22.1
20040831,6,0.65,1.0152,2.0,0.0,7.6,24.7,18.6
20040901,4,0.56,1.0184,1.21,0.0,4.5,23.0,17.9
20040902,5,0.6,1.0209,1.88,0.0,8.4,24.9,19.0
20040903,4,0.59,1.0236,2.01,0.0,9.0,26.7,20.5
20040904,5,0.61,1.0242,1.98,0.0,9.8,26.7,20.6
20040905,6,0.57,1.0263,1.53,0.0,6.6,24.4,20.1
20040906,2,0.56,1.0275,2.17,0.0,11.6,26.0,20.4
20040907,1,0.57,1.0265,2.07,0.0,11.7,27.0,19.9
20040908,3,0.46,1.0223,2.17,0.0,11.1,24.9,20.2
20040909,3,0.41,1.0269,1.78,0.0,9.4,19.8,15.7
20040910,3,0.45,1.0295,2.11,0.0,10.6,20.0,14.6
20040911,3,0.5,1.0263,2.3,0.0,11.0,22.0,15.4
20040912,5,0.49,1.0194,2.05,0.02,10.1,25.0,17.9
20040913,4,0.58,1.0174,2.14,0.0,11.0,24.5,19.4
20040914,5,0.63,1.0177,1.72,0.0,10.4,26.0,19.9
20040915,7,0.68,1.0149,1.42,0.02,4.2,26.9,20.5
20040916,7,0.63,1.0191,0.92,0.0,2.3,21.7,17.4
20040917,3,0.48,1.0266,2.04,0.0,8.6,20.0,16.0
20040918,4,0.58,1.0254,1.66,0.0,9.5,19.5,14.6
20040919,4,0.72,1.0206,1.14,0.0,3.8,19.3,14.8
20040920,4,0.7,1.0191,1.51,0.0,6.9,22.2,16.4
20040921,7,0.6,1.0144,1.32,0.0,3.8,24.3,18.1
20040922,3,0.43,1.0137,1.41,0.61,7.9,20.0,15.1
20040923,7,0.8,1.0071,0.36,0.31,0.2,14.1,12.1
20040924,8,0.77,1.0064,0.38,0.0,0.0,12.7,11.7
20040925,8,0.69,1.0109,1.12,0.0,0.2,15.9,13.2
20040926,7,0.65,1.0162,1.03,0.0,0.5,16.7,13.6
20040927,7,0.66,1.018,0.35,0.0,0.0,15.8,13.2
20040928,7,0.77,1.0204,1.01,0.02,1.9,16.4,13.5
20040929,7,0.72,1.0183,1.36,0.29,4.4,19.5,15.0
20040930,3,0.72,1.0183,1.47,0.0,6.3,19.2,14.8
20041001,6,0.65,1.022,1.66,0.0,8.5,18.2,12.8
20041002,4,0.67,1.0221,1.66,0.0,8.5,19.9,14.0
20041003,3,0.72,1.0236,1.49,0.0,8.4,19.5,15.2
20041004,3,0.7,1.0252,1.43,0.0,8.0,20.8,14.8
20041005,4,0.71,1.024,1.58,0.0,9.5,21.8,15.6
20041006,0,0.56,1.0228,1.66,0.0,10.0,22.4,16.3
20041007,4,0.61,1.0206,1.47,0.0,6.3,20.0,14.8
20041008,1,0.6,1.0178,1.53,0.0,9.6,22.4,15.7
20041009,8,0.75,1.0132,0.63,0.37,0.3,17.3,13.7
20041010,8,0.83,1.0151,0.22,0.3,0.0,13.0,9.4
20041011,5,0.61,1.0208,1.23,0.0,5.4,12.4,9.2
20041012,6,0.51,1.0303,0.97,0.0,3.7,11.6,7.8
20041013,7,0.55,1.03,0.66,0.0,2.8,10.1,7.7
20041014,8,0.65,1.0222,0.22,0.0,0.0,9.8,8.7
20041015,8,0.83,1.0133,0.24,0.5,0.0,11.0,10.1
20041016,8,0.91,1.0061,0.24,1.29,0.0,13.0,10.4
20041017,7,0.89,1.0064,0.14,2.54,0.0,13.0,6.4
20041018,6,0.82,1.014,1.28,0.0,6.8,14.9,8.5
20041019,5,0.76,1.015,1.0,0.0,5.4,15.9,10.8
20041020,3,0.74,1.0156,1.27,0.23,7.3,16.4,12.3
20041021,7,0.92,1.016,0.25,0.03,0.0,13.2,10.3
20041022,8,0.94,1.0228,0.2,0.4,0.0,12.2,11.4
20041023,8,0.89,1.0215,0.36,0.02,0.0,15.2,12.9
20041024,8,0.92,1.0204,0.38,0.01,0.0,16.4,14.0
20041025,7,0.89,1.0181,0.7,0.0,0.3,17.6,14.9
20041026,7,0.9,1.0135,0.51,0.0,0.4,17.2,14.2
20041027,5,0.91,1.0112,0.91,0.0,2.4,18.6,13.3
20041028,3,0.86,1.0105,1.0,0.0,5.3,18.8,14.1
20041029,4,0.7,1.0094,0.97,0.0,5.1,22.1,17.2
20041030,7,0.72,1.0091,0.56,0.0,1.6,20.1,17.3
20041031,7,0.84,1.0148,0.43,0.0,0.0,19.5,15.6
20041101,6,0.81,1.0183,0.59,0.0,2.7,16.7,14.7
20041102,7,0.75,1.0209,0.71,0.0,2.9,18.7,14.9
20041103,6,0.75,1.0247,0.77,0.0,2.8,17.2,14.4
20041104,3,0.72,1.027,0.96,0.0,8.4,16.8,12.7
20041105,2,0.66,1.0245,1.01,0.0,8.6,13.7,10.2
20041106,6,0.61,1.0193,0.85,0.0,4.4,11.7,9.0
20041107,2,0.66,1.0151,0.97,0.0,7.6,9.8,6.5
20041108,8,0.7,1.0127,0.29,2.8,0.0,8.0,5.9
20041109,8,0.88,1.006,0.12,0.14,0.0,9.2,5.2
20041110,3,0.74,1.0139,0.89,0.0,6.8,11.4,6.6
20041111,5,0.8,1.0169,0.84,0.0,2.6,14.4,10.3
20041112,6,0.82,1.0212,0.56,0.02,1.5,15.2,11.0
20041113,8,0.88,1.0132,0.08,1.46,0.0,11.6,7.8
20041114,8,0.55,1.0168,0.26,0.14,0.0,7.2,5.9
20041115,8,0.72,1.0184,0.23,0.45,0.0,6.4,4.1
20041116,5,0.75,1.0196,0.6,0.0,1.7,5.8,3.6
20041117,7,0.7,1.0216,0.26,0.0,2.3,10.8,8.0
20041118,7,0.63,1.0147,0.45,0.0,1.5,13.8,10.3
20041119,6,0.69,1.0012,0.2,0.12,0.0,11.5,6.2
20041120,2,0.66,1.0135,0.61,0.01,4.3,3.5,1.0
20041121,3,0.61,1.0192,0.88,0.0,7.2,3.4,2.0
20041122,8,0.72,1.0242,0.39,0.35,0.0,3.8,1.8
20041123,6,0.74,1.0153,0.32,0.3,1.1,11.4,6.6
20041124,1,0.58,1.0242,0.8,0.0,7.1,5.0,1.9
20041125,1,0.63,1.03,0.78,0.0,7.4,4.9,0.8
20041126,2,0.59,1.0262,0.76,0.0,7.1,5.2,1.8
20041127,7,0.71,1.0223,0.4,0.0,0.4,7.9,4.9
20041128,4,0.78,1.022,0.38,0.0,0.1,8.0,5.7
20041129,8,0.89,1.018,0.26,0.0,0.0,6.0,2.9
20041130,7,0.85,1.0213,0.24,0.0,0.3,4.5,3.3
20041201,8,0.87,1.0202,0.2,0.41,0.0,6.1,4.4
20041202,8,0.93,1.0142,0.16,0.17,0.0,9.1,7.5
20041203,5,0.84,1.0177,0.21,0.0,0.0,9.1,6.7
20041204,3,0.81,1.0286,0.51,0.0,4.6,8.0,4.8
20041205,6,0.86,1.0317,0.72,0.0,4.9,5.7,2.0
20041206,4,0.8,1.0274,0.35,0.0,1.4,5.0,3.1
20041207,1,0.77,1.0318,0.64,0.0,7.7,8.0,3.9
20041208,8,0.9,1.0324,0.1,0.0,0.0,3.9,0.3
20041209,8,0.77,1.0347,0.36,0.0,0.0,2.4,1.3
20041210,8,0.74,1.0323,0.13,0.0,0.0,1.3,0.0
20041211,8,0.8,1.0329,0.12,0.0,0.0,-0.5,-1.3
20041212,8,0.82,1.0331,0.09,0.0,0.0,-0.6,-1.4
20041213,8,0.79,1.0338,0.16,0.0,0.0,0.0,-0.8
20041214,8,0.76,1.0351,0.08,0.0,0.0,1.0,0.2
20041215,8,0.8,1.0334,0.06,0.0,0.0,-0.1,-2.3
20041216,8,0.82,1.028,0.06,0.0,0.0,-1.5,-2.3
20041217,8,0.9,1.0137,0.08,1.19,0.0,-0.6,-1.6
20041218,7,0.84,1.0013,0.23,0.0,0.6,3.8,1.6
20041219,4,0.69,1.0068,0.67,0.0,7.0,4.6,1.9
20041220,2,0.66,1.0159,0.43,0.0,5.0,3.0,0.7
20041221,0,0.7,1.0259,0.79,0.0,7.6,2.8,-1.2
20041222,1,0.74,1.0262,0.8,0.0,7.5,2.5,-1.8
20041223,8,0.79,1.0178,0.24,0.05,0.0,0.2,-1.7
20041224,7,0.75,1.0113,0.15,0.0,0.0,7.9,2.8
20041225,6,0.7,1.0101,0.23,0.0,1.1,6.8,3.8
20041226,8,0.76,1.0073,0.12,0.61,0.0,6.7,4.7
20041227,8,0.89,1.0087,0.13,1.29,0.0,7.3,4.9
20041228,6,0.79,1.013,0.34,0.05,0.3,4.6,3.2
20041229,6,0.74,1.0149,0.37,0.0,3.1,5.2,3.4
20041230,2,0.69,1.0288,0.57,0.0,5.8,6.0,2.8
20041231,4,0.71,1.0297,0.66,0.0,5.0,4.7,2.0
20050101,8,0.78,1.0252,0.16,0.0,0.0,5.7,4.7
20050102,8,0.71,1.0201,0.21,0.0,0.0,8.6,6.2
20050103,6,0.64,1.0242,0.5,0.0,5.3,8.1,4.1
20050104,8,0.7,1.023,0.08,0.05,0.0,7.5,5.9
20050105,6,0.5,1.0256,0.57,0.0,4.0,9.1,7.6
20050106,6,0.71,1.025,0.24,0.36,0.6,8.4,6.3
20050107,7,0.69,1.0324,0.23,0.0,0.0,7.3,5.5
20050108,3,0.73,1.0271,0.72,0.0,7.9,10.1,5.5
20050109,5,0.73,1.0274,0.38,0.0,2.2,12.5,6.2
20050110,4,0.75,1.0317,0.67,0.0,7.1,11.7,6.9
20050111,6,0.94,1.0298,0.21,0.0,2.8,7.8,2.4
20050112,8,0.97,1.0291,0.15,0.0,0.0,2.6,1.1
20050113,8,0.9,1.0258,0.16,0.0,0.0,4.6,1.9
20050114,1,0.71,1.0259,0.64,0.0,6.5,5.0,2.9
20050115,4,0.64,1.0278,0.8,0.0,7.4,6.1,3.0
20050116,1,0.57,1.033,0.82,0.0,7.8,4.0,0.7
20050117,0,0.7,1.0319,0.92,0.0,7.9,2.1,-1.6
20050118,8,0.87,1.0187,0.19,0.0,0.0,-0.4,-5.2
20050119,6,0.82,1.0109,0.25,0.0,0.0,-0.3,-3.0
20050120,6,0.75,1.012,0.5,0.93,1.5,3.3,0.7
20050121,4,0.74,0.9982,0.54,0.31,3.8,7.3,3.7
20050122,4,0.65,1.0052,0.53,0.0,4.4,4.2,2.8
20050123,4,0.71,1.0136,0.87,0.0,6.5,3.9,1.2
20050124,7,0.74,1.0125,0.58,0.0,2.2,2.4,-0.5
20050125,7,0.67,1.0109,0.66,0.1,4.3,1.5,-1.0
20050126,8,0.86,1.0056,0.22,0.58,0.0,-0.2,-1.8
20050127,7,0.68,1.008,0.78,0.0,4.0,-1.5,-4.2
20050128,8,0.73,1.0146,0.27,0.0,0.0,-4.3,-6.3
20050129,2,0.6,1.017,0.99,0.0,8.0,-0.9,-4.8
20050130,2,0.6,1.0245,1.04,0.0,8.5,-1.7,-5.4
20050131,8,0.79,1.0189,0.24,0.22,0.0,1.0,-1.9
20050201,5,0.75,1.011,0.77,0.0,5.4,2.9,1.5
20050202,7,0.75,1.0183,0.78,0.0,0.3,2.3,0.5
20050203,8,0.87,1.0238,0.3,0.0,0.0,0.9,-3.2
20050204,0,0.71,1.0313,1.13,0.0,7.8,3.1,-2.0
20050205,2,0.63,1.0326,1.06,0.0,6.8,0.6,-3.3
20050206,0,0.63,1.0355,1.07,0.0,8.1,0.6,-4.2
20050207,0,0.54,1.0391,1.23,0.0,9.0,-1.0,-5.6
20050208,0,0.55,1.0415,1.21,0.0,8.7,0.1,-5.7
20050209,1,0.56,1.0397,1.24,0.0,9.0,1.0,-5.6
20050210,0,0.54,1.0365,1.21,0.0,8.3,-0.8,-5.7
20050211,8,0.76,1.0278,0.22,0.16,0.0,-3.3,-4.8
20050212,8,0.89,1.0167,0.35,1.19,0.0,-2.6,-4.2
20050213,6,0.71,0.9963,0.56,0.05,2.4,7.5,4.1
20050214,5,0.64,0.9982,0.93,0.0,7.2,5.4,2.5
20050215,8,0.77,0.9989,0.27,0.31,0.0,1.5,0.0
20050216,8,0.88,1.0061,0.28,0.0,0.0,1.1,0.2
20050217,8,0.75,1.0117,0.4,0.0,0.0,2.0,1.1
20050218,7,0.72,1.0154,1.14,0.0,4.6,2.6,0.3
20050219,6,0.61,1.0125,0.58,0.0,1.4,1.6,-0.2
20050220,8,0.63,1.0103,0.81,0.0,0.0,2.9,1.0
20050221,8,0.84,1.0093,0.28,0.76,0.0,1.9,-0.7
20050222,8,0.89,1.0064,0.37,1.4,0.0,3.8,1.8
20050223,8,0.88,1.008,0.59,0.65,1.5,4.2,2.0
20050224,8,0.87,1.0102,0.33,0.06,0.2,2.6,1.0
20050225,8,0.81,1.0148,0.85,0.0,0.2,3.4,1.1
20050226,3,0.72,1.0107,1.47,0.0,6.3,4.3,0.7
20050227,8,0.59,1.0043,0.61,0.0,0.0,2.1,-1.3
20050228,2,0.45,1.0143,1.33,0.0,6.0,-2.7,-6.1
20050301,1,0.53,1.0167,1.77,0.0,9.9,-1.7,-5.3
20050302,1,0.5,1.0161,1.79,0.0,9.7,-0.3,-4.6
20050303,8,0.65,1.0165,0.56,0.0,0.4,-1.2,-3.2
20050304,8,0.89,1.0128,0.32,0.45,0.0,-0.9,-1.7
20050305,7,0.75,1.0044,0.83,0.0,0.3,1.5,-1.1
20050306,5,0.64,1.0052,1.5,0.0,5.9,-0.1,-2.6
20050307,4,0.62,1.0129,1.45,0.0,6.6,-1.0,-2.6
20050308,6,0.72,1.0136,1.29,0.0,5.1,3.1,0.2
20050309,7,0.63,1.0166,1.11,0.0,1.4,4.0,1.8
20050310,3,0.46,1.0235,1.65,0.0,9.6,0.7,-2.6
20050311,6,0.53,1.0179,1.58,0.0,5.9,2.1,-1.0
20050312,7,0.59,1.0017,1.45,0.08,4.5,9.1,5.1
20050313,5,0.55,1.0087,1.65,0.0,7.2,7.3,4.5
20050314,3,0.57,1.019,1.92,0.0,10.1,11.1,5.5
20050315,3,0.61,1.0231,1.84,0.0,8.1,11.2,5.9
20050316,5,0.58,1.0278,1.66,0.0,6.5,16.3,9.1
20050317,5,0.47,1.0253,1.86,0.0,9.6,20.7,14.0
20050318,6,0.58,1.0202,0.77,0.0,3.5,17.7,15.0
20050319,6,0.51,1.0179,1.17,0.0,1.1,16.8,9.3
20050320,3,0.48,1.0268,2.16,0.0,10.4,5.2,1.8
20050321,3,0.53,1.0233,2.12,0.0,10.8,8.0,2.4
20050322,1,0.52,1.0234,2.1,0.0,10.3,9.9,4.3
20050323,7,0.49,1.0244,1.91,0.0,9.3,12.5,6.6
20050324,6,0.47,1.0226,1.8,0.0,7.3,15.4,9.0
20050325,4,0.55,1.0194,1.78,0.05,7.8,17.7,11.5
20050326,7,0.84,1.0137,0.6,0.0,0.7,14.9,11.8
20050327,8,0.89,1.0102,0.54,0.3,0.0,12.2,10.9
20050328,6,0.64,1.0075,0.82,0.02,4.2,18.2,13.5
20050329,5,0.61,1.0147,1.83,0.0,7.0,16.6,11.1
20050330,5,0.53,1.0168,1.33,0.0,4.4,15.2,10.3
20050331,1,0.32,1.0225,2.36,0.0,10.8,13.3,8.0
20050401,1,0.4,1.0289,1.94,0.0,8.0,11.7,6.9
20050402,0,0.39,1.0309,1.86,0.0,11.3,14.5,8.3
20050403,2,0.36,1.0297,2.21,0.0,11.2,16.7,10.8
20050404,0,0.36,1.0294,1.22,0.0,10.7,18.2,12.0
20050405,0,0.36,1.028,1.81,0.0,10.8,18.1,12.1
20050406,1,0.38,1.0245,1.57,0.0,10.6,20.8,14.1
20050407,5,0.32,1.0167,2.46,0.0,8.2,20.6,15.4
20050408,6,0.35,1.0072,2.19,0.0,7.5,20.6,16.1
20050409,7,0.56,1.0063,1.97,0.51,4.8,20.0,14.3
20050410,8,0.85,1.0153,0.29,1.4,0.0,15.0,7.6
20050411,8,0.68,1.0231,0.64,0.01,0.0,11.1,8.6
20050412,7,0.52,1.0184,0.46,0.04,0.2,14.6,11.2
20050413,5,0.67,1.0108,1.86,0.21,5.4,19.2,14.0
20050414,7,0.74,1.0052,1.05,0.64,4.6,20.1,14.6
20050415,6,0.6,1.0049,2.35,0.0,9.0,21.8,16.7
20050416,4,0.58,1.0053,2.27,0.0,9.6,20.7,15.7
20050417,8,0.67,0.9985,2.12,1.16,0.3,18.8,14.4
20050418,8,0.87,0.9937,1.35,1.25,0.0,15.1,11.9
20050419,7,0.75,0.9982,2.09,0.03,4.5,19.1,14.5
20050420,8,0.88,1.003,2.0,1.67,0.4,14.6,10.2
20050421,7,0.71,1.0107,2.24,0.18,2.6,9.9,5.7
20050422,1,0.4,1.015,2.57,0.0,11.8,12.4,7.0
20050423,2,0.42,1.0149,2.18,0.0,11.3,16.4,11.0
20050424,5,0.54,1.0149,1.53,0.46,9.8,19.3,13.0
20050425,8,0.81,1.0114,2.05,1.1,1.1,17.0,12.7
20050426,7,0.78,1.0093,1.54,0.0,1.7,14.9,11.9
20050427,4,0.58,1.0165,1.03,1.12,11.5,20.3,14.5
20050428,2,0.61,1.0195,2.92,0.0,11.3,17.0,13.0
20050429,4,0.49,1.0204,2.58,0.0,9.6,18.1,13.5
20050430,3,0.51,1.0198,2.72,0.0,11.1,19.5,13.5
20050501,4,0.5,1.0174,2.63,0.0,11.1,22.9,16.9
20050502,3,0.52,1.0167,2.84,0.0,12.3,28.2,20.4
20050503,5,0.52,1.0135,2.7,0.0,10.3,29.1,22.5
20050504,7,0.7,1.0079,0.96,0.0,1.8,25.6,16.6
20050505,6,0.63,1.0074,2.55,0.0,8.5,18.8,15.3
20050506,4,0.61,1.009,2.56,0.0,9.4,17.4,13.1
20050507,3,0.52,1.0079,2.89,0.22,11.0,15.4,12.0
20050508,6,0.55,1.0072,2.13,0.0,6.5,13.6,10.2
20050509,8,0.57,1.0135,2.06,0.0,3.5,14.4,10.4
20050510,4,0.54,1.016,2.79,0.12,8.8,17.0,12.2
20050511,4,0.58,1.0168,2.51,0.0,10.6,16.4,12.2
20050512,2,0.48,1.0213,2.98,0.0,12.6,16.1,11.7
20050513,3,0.49,1.0227,3.03,0.0,10.8,19.6,13.1
20050514,5,0.44,1.0181,2.73,0.8,9.3,21.5,16.2
20050515,7,0.66,1.0132,1.88,0.0,4.6,22.4,17.2
20050516,6,0.59,1.0144,2.22,0.0,8.3,23.4,18.8
20050517,5,0.71,1.012,2.14,0.45,6.8,22.4,18.2
20050518,8,0.9,1.0114,0.56,3.23,0.4,17.7,15.1
20050519,7,0.75,1.0165,0.77,0.2,0.0,13.9,12.1
20050520,5,0.61,1.0215,2.64,0.0,7.1,18.9,13.9
20050521,1,0.57,1.0192,3.23,0.0,13.9,23.5,16.7
20050522,3,0.61,1.0167,3.01,0.0,13.1,25.2,18.5
20050523,2,0.59,1.0153,3.29,0.0,12.0,26.5,20.8
20050524,6,0.68,1.0187,3.17,0.0,11.4,24.8,17.5
20050525,5,0.6,1.0228,2.1,0.0,8.3,24.2,19.2
20050526,1,0.5,1.023,3.18,0.0,14.2,26.8,21.3
20050527,1,0.53,1.0194,3.28,0.0,14.2,30.0,23.6
20050528,2,0.52,1.0185,3.2,0.0,13.0,31.4,24.7
